id_transacao,id_conta,tipo,direcao,valor,moeda,contraparte,descricao,data_solicitacao,data_conclusao,status
d3b5f9a7-b436-4d1c-822d-014e1267e651,3d9b3061-287e-4927-bfec-1bfa05dbe6ec,doc,in,8940.58,BRL,,Transferência,2022-07-31 16:30:31,,estornada
b3d742b4-aa8f-4680-8d2e-949baa06ebf2,d817eb89-0b41-4b1e-bd39-f94a126e6718,chargeback,IN,15269.89,BRL,,Transferência,21/03/2020 07:13:19,,pendente
77bbece3-e327-49cc-af44-fe0ff4746a81,893b07db-f2ef-453a-b613-984740e6981d,doc,,-30506.55,brl,,Compra no iFood,2021-02-25 12:50:10,,failed
e93cb10d-de1a-4e34-a6e7-83c3494b6015,a9296672-0982-438d-bf4b-fa32b6e7e96d,SAQUE,out,16686.77,MX$,d4b4a6a0-a8f2-43a9-80f4-f695eb0dc325,Netflix,2024-04-17 09:23:09,,failed
c193773b-3237-4d9e-8341-953eb70e2dbe,286b4d32-8a1c-405d-bcd2-9fddb57bb730,transferencia_ted,IN,48749.31,R$,4c3cff3d-e402-456f-9651-3afce51ef6e6,Uber,2023-07-14 01:26:22,,pending
617e86d0-1f75-4ef0-bc89-9bc8dbe93a20,e9471104-b160-4b30-a174-494012490cd5,transferencia_spei,,36951.11,,,PIX para fulano,2023-10-18 12:20:35,2023-10-18 23:26:35,COMPLETED
763ca13c-7e12-488b-9bae-d76509211f21,16c8979c-d7d9-4b96-bfd7-ff4c6a6da498,Pix,S,39061.62,R$,0df7f9a6-abb0-47f6-860c-aaf3541d4639,Pagamento,2024-05-18 23:37:30,,failed
1a2243b2-f93c-4e17-afc5-35992fd27073,558580c8-7602-4e02-9807-078dce6d79e0,taxa_manutencao,,-46180.38,,c6882520-4874-4d42-a86b-e0a58e373fd2,Netflix,2022-11-04 08:34:23,2022-11-04 13:42:23,COMPLETED
ded78d1b-a41e-456e-9cbd-53a2e12c6699,16f79c26-c368-49ed-b1c2-81b364adf8fa,TED,debito,21913.62,,Caixa,Pagamento,2022-05-09T18:12:35Z,2022-05-10 04:54:35,completed
df3fc9e8-c06e-4954-92db-6a13a216999e,ae6b2333-89df-4c9f-a2e2-97b788226fa7,pagamento_boleto,saida,9207.82,,c6279275-a975-4dc4-983a-4f4018560cc9,REF367762,2023-01-19T14:47:56Z,,pending
13e838bd-d124-4fad-bb02-f36dff842a71,ab44e18e-63ff-4b5c-aa09-762b85db23fc,fee,IN,19816.0,,7a6b9236-4a20-43c6-8a95-2a73c189446f,REF116988,28/07/2020 03:41:26,,falha
2d30d267-d55b-4b16-893c-d76fbf84fd65,d878d87f-e287-4ca5-8e0a-eef3cc7ce7fc,refund,OUT,14133.04,BRL,,Transferência,2024-08-27T10:50:34Z,2024-08-27 13:49:34,COMPLETED
3742b5d8-cfa2-4ada-ae44-254e459ea21b,a2ae8a53-934d-40be-87b2-c398367736b9,pix_recebido,in,38356.0,,,Uber,2024-04-02 19:41:12,2024-04-03 01:53:12,concluida
6294e0d1-cb33-446c-b348-c4fbd8e425a8,d10be8f7-56e1-436c-a630-5bdb9d32a7df,fee,debito,44469.96,brl,3a521ad2-ec5e-4858-8351-214b73b553ae,,2022-10-23 14:33:49,,failed
2274857c-ae5f-4ef6-bb7d-476c00d5af58,e9471104-b160-4b30-a174-494012490cd5,COMPRA,credito,29219.24,MX$,Bradesco,Transferência,2023-10-16 04:16:54,,pendente
ae106137-b29d-40cd-9588-1ecf20af91c8,94a7ec0e-5e4c-4383-90fc-543778a42c7a,Pix,IN,38973.38,BRL,bae7abb5-d2ba-4e31-8c78-6b4c32663345,PIX para fulano,2021-01-13 03:01:34,,pendente
113d8652-cb46-43bf-8bfa-f36e22623609,0a2d292d-c182-4084-a3ab-8ea0be5cee32,pagamento_boleto,,-38617.49,mxn,,Netflix,2020-10-30 13:17:14,2020-10-31 04:26:14,COMPLETED
f27e837a-430b-43d3-81e9-a2071dd1374c,1336898c-c278-476b-83f8-84427360197d,taxa_manutencao,,-19959.51,reais,Itaú,PIX para fulano,2021-05-04 12:03:28,2021-05-05 04:44:28,concluida
9683d075-6691-41aa-91c4-03dd4283f767,f0cc2607-9e51-4430-b516-31954f12326c,boleto,,-10517.16,,bae4364b-f527-487d-871d-966e73d4c0de,Salário,2023-01-07 23:20:26,,estornada
0ca9a870-d7c2-43f3-8b51-6428685152ca,3d9b3061-287e-4927-bfec-1bfa05dbe6ec,ted,OUT,17734.7,reais,,Pagamento,2023-04-06T13:25:54Z,,pendente
b51a9074-54b6-4712-9aac-627569d8d52a,df2c5714-8029-4568-af08-81df7e59b04c,saque,,-2269.43,cop,Bradesco,,2023-05-16 15:01:17,,cancelled
ad297bee-5e2b-4812-a9fe-8be04040f422,e1d671d5-e062-4239-b9fc-1130fbe8859b,deposito,,30878.13,,b184a0df-ff23-4240-b642-cc7affcc0f21,Transferência,09/05/2021 23:42:18,2021-05-10 03:26:18,concluida
046aee53-148e-4fda-9ad4-3b5d0716bfd4,871447ba-fa0e-4b60-b8ff-31b19bb34de4,SAQUE,in,20183.31,,97a9ce4e-cd70-4f8c-9bf5-eb7b61ca416a,,27/10/2020 00:31:13,2020-10-27 01:41:13,completed
f320b1e5-f50f-433b-8db4-787ccec93ccc,39159244-44f4-43bc-88aa-8d19031d2aec,deposit,OUT,38125.35,R$,28712751-6b66-486b-9b6e-c959c078135e,Pagamento,14/08/2020 13:02:34,,falha
4a620c5c-f4a7-4a59-95f0-ecfc5367e261,b7b498db-2b31-453c-8b93-70e8d35e340a,spei,OUT,22021.35,COP,adb5c9fd-66f6-4d70-ba92-fdc9514503d5,Uber,2020-04-05T15:29:26Z,,pending
af82c95c-49ca-4fb2-a41f-ecd0e0230b40,2cdf2938-cc35-4233-b871-b5eacbb3d7e4,ted,OUT,23890.01,R$,7a6b9236-4a20-43c6-8a95-2a73c189446f,Transferência,2023-02-06 19:42:45,2023-02-07 18:12:45,concluida
bfb541ac-a1bf-4c62-944d-f0811c6cf306,87e5549d-17bb-4995-bfab-3e05e38f6e8e,ted,entrada,12489.69,pesos_co,9944bd35-578f-41d7-9510-7997e4bba30f,REF642013,24/01/2020 22:25:18,,estornada
64692b76-2b24-42d6-9079-8bb3b6a2f601,90437f67-f926-4d8f-be24-fa048bd6e599,DOC,,-28968.85,reais,,Transferência,2020-06-23T10:27:23Z,2020-06-23 11:36:23,concluida
cc45aec1-de57-485f-a87c-46b125b97bf1,e69240d1-e390-43ce-8c07-1d576ea99b35,PIX,out,28604.76,R$,,PIX para fulano,01/09/2021 05:25:20,,failed
93fe6b63-974c-4309-b419-4316070d59b9,7bc9ef57-2bd7-4323-84a9-d836ecc4fa4d,compra_credito,IN,32773.37,brl,external_6586,Pagamento,2021-12-12T17:28:07Z,,estornada
dcb8cd2f-fac1-442d-8c66-62c8651b95de,279006cd-5f31-4314-bff9-3ed858bc3953,deposito,,21326.3,cop,5abd6a57-844b-453b-b027-9aaf6dbdd1c8,Aluguel,2022-11-03T16:16:04Z,2022-11-04 02:21:04,COMPLETED
4ae75b47-9cf9-48ea-a84f-07bfb0b1d6b1,5d055bef-b3e7-4f6a-84d4-b9ff3790467c,transferencia_spei,,49215.6,,fb371d83-2a38-42f6-8429-253948af94ad,Transferência,2022-11-24T09:28:27Z,,estornada
1bdc80e7-1c9f-494c-b8a7-e4f8fdc4c05f,737d484c-d447-4dae-9f63-f21c1b4a2bb8,DEPOSITO,,26279.21,COP,,Aluguel,2019-03-10 06:46:47,,pendente
36211328-1180-4e3c-88fb-856b00e9ed00,5c9b38fa-de0b-486b-877e-c1ee1607b6a4,COMPRA,,42162.1,,,,12/10/2020 03:43:10,,pendente
10ce8202-35c6-44c5-b74c-0fbabefe37f1,8856b5f3-ddb5-42be-889b-d7611c36b938,estorno,,23400.74,pesos,ebd19bf5-5ad5-424b-aa2b-ee89c410284c,Compra no iFood,2023-05-16 16:26:57,,estornada
e863f840-e40c-416e-8f55-26700980597c,aef315a1-974b-4366-8a13-6aaed86ed647,transferencia_ted,,7190.43,R$,893b07db-f2ef-453a-b613-984740e6981d,REF509992,2019-10-01 01:48:26,,failed
1efafd31-3b4c-4d58-921b-d14c6ddb4ef4,5f176f9d-8c5a-4583-83fb-72df4dea3917,transferencia_ted,,44632.03,,Bradesco,Uber,2022-12-06 02:14:17,,pending
8956cd10-06bf-4ef4-b0b1-08dcbe3b49a5,558580c8-7602-4e02-9807-078dce6d79e0,ted,IN,38583.13,cop,external_3045,Uber,25/04/2020 16:19:33,2020-04-25 17:42:33,concluida
473a5fca-9d32-4278-ae74-fdf7ed091e34,ff86fab8-b2c8-48b9-9ce6-c605ffd5e8f7,fee,OUT,29249.34,MX$,Itaú,Salário,2021-11-12T03:40:29Z,,falha
9ae9283b-512d-4eef-9fa8-70579ea64193,aabb663b-791d-40a1-a4e6-e992fd0d18b1,compra_credito,IN,42116.41,pesos,,Pagamento,2023-09-24 01:40:06,,pending
4134c5cb-42c0-4eaf-8250-e7ec374f4452,d7d1e979-1fa2-46da-aa92-e60c4d46194d,COMPRA,IN,29554.63,COP,,REF687905,2024-06-11T07:37:31Z,,cancelled
36357b41-67c9-499b-afa7-1e8009cbe010,23238480-4d09-4b93-9216-5e9402e5b734,ted,,29517.56,COP,286b4d32-8a1c-405d-bcd2-9fddb57bb730,REF478222,2024-10-26T21:24:02Z,,pendente
76f4012d-da03-4d0e-8377-b02a0c912eaf,1f622c7b-9a70-4c56-9d49-91aefa506f71,Pix,S,17365.88,COP,,,2023-09-24 12:45:47,,failed
eae17f0c-a3e2-4d61-9fad-94a814b1a31e,5d800739-0afa-4dbd-8602-a45f5a095e91,ted,IN,14614.55,reais,BBVA,Salário,2021-01-10 00:40:21,,pendente
f8d37753-f8c7-4146-aa91-72d55fe39569,82e9e38d-73dd-4daf-98f3-0442bdd05186,doc,OUT,10469.84,pesos,,Salário,2024-02-20 22:40:16,2024-02-21 10:03:16,concluida
9f5c345c-7df5-4d42-8795-ab40accc4096,8046fae9-89fb-4ea6-9d67-10e69e6e5ff5,ted,,-45708.65,reais,e44bbbcc-f507-472a-b061-9ccd4a79b4ef,Netflix,2021-07-21 10:53:19,2021-07-21 19:55:19,concluida
ea94be89-13dc-4659-9588-96f1b3174728,279006cd-5f31-4314-bff9-3ed858bc3953,taxa_manutencao,,-44789.12,cop,8a4e7402-0936-40e4-bea4-bf0cfbc79a0c,Compra no iFood,2024-06-11T11:21:51Z,,pendente
07c60716-689c-415b-9136-4279ac0a4c0d,d6dca882-103e-413a-a5ad-d736b7faf09c,TARIFA,,-30923.93,R$,40017344-2b02-48eb-b6a8-2bbde6acf679,Compra no iFood,2022-04-28 17:34:11,,failed
b7213fe2-febe-4444-911c-705abff19e79,4c3cff3d-e402-456f-9651-3afce51ef6e6,transferencia_ted,,46063.0,pesos_co,,Salário,2022-10-25 17:22:25,,falha
542acb67-47a0-4cce-82fc-feaa59a4dd0c,46cb84aa-1567-45c4-b612-4057f49178fb,refund,,11224.21,cop,,,26/09/2020 21:17:01,,pendente
372df64f-02a9-47be-b089-02710234270c,46cb84aa-1567-45c4-b612-4057f49178fb,taxa_manutencao,OUT,20726.88,cop,,REF757724,27/03/2019 19:30:53,,failed
a4035c13-609e-4924-86ae-6e51e0ede964,c6882520-4874-4d42-a86b-e0a58e373fd2,purchase,saida,21566.3,brl,BBVA,Aluguel,2021-12-07T22:50:23Z,,pendente
0236d19a-315e-4d0a-96c1-4ea47e2d424c,5d055bef-b3e7-4f6a-84d4-b9ff3790467c,spei,,15674.93,brl,,PIX para fulano,31/01/2020 16:45:30,,estornada
12275910-65b0-4d9c-b19c-d68b58801c20,b8145f5a-570c-49b6-8519-8151a43d69a7,refund,,29553.56,R$,ca434ce6-d1ee-4ebb-9e2b-b243fd8adceb,,06/08/2019 14:39:28,,estornada
0f794282-c37a-4033-ae78-9670e53ad059,7a795701-6721-4be1-96f5-7102d399f164,pix_recebido,debito,47736.76,brl,,Transferência,28/08/2020 02:43:22,,cancelled
c2aef1fb-872a-4d0d-9d4d-aa1aa51ebc76,db88a0f0-14de-4216-97ec-7554b10d8095,SAQUE,OUT,16527.33,,2cdf2938-cc35-4233-b871-b5eacbb3d7e4,REF107104,2024-01-26 09:34:44,,falha
f1872c8c-cbdf-4336-933d-689d86477173,40017344-2b02-48eb-b6a8-2bbde6acf679,pix_recebido,IN,30692.91,cop,Bradesco,Salário,2023-01-07T18:07:49Z,2023-01-07 22:11:49,completed
f9efaada-2b7b-4b0f-a89e-7c0a76a47fe1,90a8b76f-fb9b-40f5-8ae0-9303ab8ebdc5,deposit,S,40245.89,R$,BBVA,Netflix,31/12/2019 03:25:36,2019-12-31 20:28:36,concluida
36675fe1-6a04-490d-ae22-666ecb8d1168,6be9ce86-f40a-4385-bc83-de9f146e1a03,COMPRA,OUT,17560.68,BRL,2f6781b5-8aaa-4914-b7ab-fe7052be25f8,Compra no iFood,2021-01-25 08:25:12,2021-01-26 05:06:12,COMPLETED
5daa42a6-2d58-4dac-a29d-2f2f3ae05702,241e4230-489d-409f-9cd6-cb83bed1f5b2,doc,,87.44,COP,94a7ec0e-5e4c-4383-90fc-543778a42c7a,REF938900,2019-08-31T21:23:06Z,2019-09-01 10:10:06,completed
33a4fc8c-e615-4e7f-8283-7ffd57ad7cf7,279006cd-5f31-4314-bff9-3ed858bc3953,refund,,9090.15,pesos_co,dc90f071-cd7f-4cc6-8915-49886208a3fa,Uber,2019-10-12T05:12:40Z,2019-10-12 11:14:40,concluida
265fedca-dca0-4055-a65a-4843cc0f6b73,4124079f-bc3f-435d-a7ae-de54a9e15e7a,BOLETO,IN,25366.93,,54a2a73d-f4c1-467d-8016-177cb20992f3,Compra no iFood,11/12/2023 22:54:56,2023-12-12 02:34:56,COMPLETED
badd973a-5010-4b50-bb9d-264f638ad403,2ff37cf1-05e8-4db4-a56b-bc9fc4e4a9b8,ted,,24883.05,,,Netflix,08/01/2021 18:33:10,,estornada
2acf3175-99cc-4c42-8cae-079cbec6e947,bfda7f14-5b83-49e1-a69d-118b5ec9fc78,DOC,saida,11973.33,,241e4230-489d-409f-9cd6-cb83bed1f5b2,REF950297,2019-09-26 10:15:23,,cancelled
72e22014-a041-43f7-8286-9c93735c4538,0de7029c-4bd8-4fac-901e-4ae1000261c6,saque,OUT,45593.44,,,Uber,2024-10-30 02:42:41,,pendente
77431515-40fc-4083-bc67-698860161b91,ca434ce6-d1ee-4ebb-9e2b-b243fd8adceb,TARIFA,,-21757.51,MX$,48442032-587e-4b8d-9cea-00904283224e,Salário,2021-03-22T09:40:27Z,,falha
ec25ef57-8420-4ea6-81d4-923ede98800c,2ce8311a-184d-4d48-b7dc-ba0afd6c09de,compra_debito,,38542.37,,Caixa,Uber,2022-06-06T15:50:49Z,,estornada
948714cd-b5cf-435b-a632-dd6eb88fed32,f4a63a15-06e8-47d8-9c6b-f34e71865163,deposit,,9412.76,,,Uber,2024-12-28T00:03:19Z,2024-12-28 23:54:19,concluida
30df134e-9b68-4bfb-bcb9-bfb5d3c4a496,40e37f24-46ef-411f-a97e-7a3f54bd2f45,COMPRA,,-35620.82,cop,,Netflix,2021-05-28 03:29:11,2021-05-29 03:00:11,completed
7c54f0c7-f03f-411c-8e1c-3ba14611d2bf,bfda7f14-5b83-49e1-a69d-118b5ec9fc78,withdrawal,saida,49220.11,pesos_co,,REF248551,2022-04-04 00:57:15,2022-04-04 22:10:15,concluida
a3058488-1ed8-4268-8ad9-a891eb6bc96a,beac1220-8a9f-4c21-a6f2-d93f98af8314,SAQUE,OUT,10244.61,brl,Bancolombia,PIX para fulano,23/11/2021 13:43:36,,pending
69fc22ac-c4cf-4d1a-b296-5c03e6ba9a8e,ebd19bf5-5ad5-424b-aa2b-ee89c410284c,Pix,entrada,34800.39,R$,bfda7f14-5b83-49e1-a69d-118b5ec9fc78,Salário,2019-02-12 20:44:25,2019-02-13 02:59:25,COMPLETED
b836cb2c-1bb7-4174-ad02-34e49553bc36,54a2a73d-f4c1-467d-8016-177cb20992f3,TARIFA,in,14241.05,,90437f67-f926-4d8f-be24-fa048bd6e599,PIX para fulano,2022-09-02 05:47:16,2022-09-03 00:43:16,COMPLETED
fde7fc02-8140-4a92-ac4a-86253206194a,b5e4bd56-b845-490b-ba3f-605e49966111,Pix,,23448.38,MXN,e69240d1-e390-43ce-8c07-1d576ea99b35,Pagamento,2024-08-01T06:08:33Z,,failed
4543ed77-3e94-4bf8-99e5-3d2d5fe97cb0,9bb2e368-5227-466f-b5b9-e509cccc7d0b,deposito,,21905.99,MX$,Santander,Uber,2019-10-04 07:27:39,,pendente
96bbc812-1601-4e42-97fe-8a0d38df7513,5d800739-0afa-4dbd-8602-a45f5a095e91,purchase,S,46092.07,R$,Bradesco,Pagamento,2019-02-28 04:21:55,,pending
6c5e3fd9-6067-46e6-8ddb-2119d8691342,ae0e99f1-72e1-40e3-b35e-78f1ec6e0fa1,taxa_manutencao,OUT,1266.46,R$,Bradesco,,2021-03-07 10:42:46,,estornada
a0e0c5da-6ad8-4d96-b211-dccb0f9c3dcb,794058c0-1ba8-4db3-92bc-e361ac108ac7,pix,,30929.69,brl,753fa8dc-14d2-4890-b416-348ad370d7c3,PIX para fulano,2019-09-24 13:33:34,2019-09-25 02:33:34,COMPLETED
5b6f1927-a176-4943-9338-0cd24425177e,2d71ccdc-55b9-49f8-8ba7-f24953ca310f,Ted,,42850.29,,Bancolombia,REF818914,28/08/2019 12:49:36,,pending
bd94eadd-e148-445e-87e4-256fe44a8d14,77babf84-457a-41b6-b263-5b4c3088cab3,purchase,IN,17257.97,reais,BBVA,Compra no iFood,2021-08-31T21:31:39Z,,pendente
e09b69ae-ca6b-46bc-957f-ef7805198304,aef315a1-974b-4366-8a13-6aaed86ed647,doc,,-18404.54,reais,Bancolombia,PIX para fulano,15/12/2020 12:16:56,,estornada
4b591022-f808-4a6e-9349-30665ef819fa,5d055bef-b3e7-4f6a-84d4-b9ff3790467c,tarifa,S,23029.62,reais,,Aluguel,2022-12-16 06:25:26,,failed
494d0af7-f354-4bf9-9354-9e20d37092a1,46cb84aa-1567-45c4-b612-4057f49178fb,boleto,OUT,47400.3,pesos_co,,Compra no iFood,2021-06-07 22:12:36,,failed
878bfc7e-cb62-4af4-882d-4e471e282d52,8158649a-613e-4259-92dd-1a81fffa87ab,taxa_manutencao,IN,15016.71,BRL,f3973f73-3e97-4990-a110-1290a45a9b34,Netflix,2020-08-01T15:06:34Z,,estornada
d4a40267-4dd6-44db-ab14-88b882ec2376,aabb663b-791d-40a1-a4e6-e992fd0d18b1,pagamento_boleto,,19299.15,pesos,,Netflix,2021-01-08T14:01:44Z,2021-01-08 20:46:44,concluida
1b0dcbde-f70f-4e89-99c0-902d39cb056d,75342296-f376-4858-834d-ef38835fe3f5,transferencia_ted,out,38131.25,,,Pagamento,2023-08-12 10:29:15,2023-08-12 13:24:15,completed
3f19602f-9b35-4ddd-bd8d-774ca29f1f46,ab44e18e-63ff-4b5c-aa09-762b85db23fc,TED,saida,15665.38,R$,,REF480570,05/02/2019 01:21:54,2019-02-05 21:15:54,COMPLETED
5e6998ec-4bfa-4044-b1c7-b4b43ee38f42,6db1815f-46b2-4aea-933f-9ff21056baa2,BOLETO,,-14487.76,,73e77531-0b10-4bcb-ac70-9a0b69df6d0c,Netflix,2024-01-04 15:21:45,2024-01-05 09:31:45,concluida
01b9413b-fe69-423c-9cf4-50f9b501fedf,ee2112fe-82bb-4f7e-b3ff-32e21b09ff6a,estorno,saida,34993.43,BRL,Itaú,Netflix,06/08/2023 05:35:35,2023-08-06 18:31:35,completed
d6789c87-d208-43f9-9963-7b7e736f8f6b,7a795701-6721-4be1-96f5-7102d399f164,deposito,OUT,46547.18,R$,BBVA,Uber,2020-11-29 00:37:44,,falha
0fcd9296-5040-406b-8b44-60dd46f92abc,8b092c90-224d-4253-821f-3b2edacf4b76,TARIFA,,-45838.28,R$,,REF471942,06/07/2020 19:19:43,2020-07-06 19:51:43,COMPLETED
1623a81f-a884-4e46-ad18-3c039c590a68,7bc9ef57-2bd7-4323-84a9-d836ecc4fa4d,purchase,credito,9601.97,BRL,,PIX para fulano,2023-09-08T05:23:54Z,2023-09-08 15:50:54,completed
77be1fad-bf9e-4637-814b-cbb31c1c4af0,a9296672-0982-438d-bf4b-fa32b6e7e96d,compra_credito,IN,37500.13,MXN,d878d87f-e287-4ca5-8e0a-eef3cc7ce7fc,,2024-01-13T13:21:02Z,2024-01-14 08:55:02,concluida
c83186b9-564f-427b-86a0-2a9c46d93f25,486669ea-9aab-4003-a5a5-21c185655368,estorno,,19001.47,brl,,Netflix,24/05/2022 12:12:57,,estornada
8ba9ffe7-7f63-4bf3-afa7-3bff59ddf791,1f622c7b-9a70-4c56-9d49-91aefa506f71,purchase,in,27619.58,pesos_co,77babf84-457a-41b6-b263-5b4c3088cab3,Uber,2022-11-02T04:22:46Z,2022-11-02 08:14:46,COMPLETED
98c7d353-30b3-44d5-b890-15b2d8e929ca,ab44e18e-63ff-4b5c-aa09-762b85db23fc,BOLETO,,-18670.04,,,,2020-06-10T03:15:04Z,2020-06-10 14:53:04,COMPLETED
f77102c5-fa49-47fa-8b94-b5b96f5b2e6f,1336898c-c278-476b-83f8-84427360197d,ESTORNO,OUT,31550.51,,5588f2f8-1fcf-4a04-bdb2-ba7ebd7018d5,Pagamento,2019-10-16 04:37:40,2019-10-16 07:44:40,concluida
9176bb56-a53a-49bf-b490-a352dd6fb475,4c3cff3d-e402-456f-9651-3afce51ef6e6,COMPRA,,10511.74,,b24c7bb5-e06d-4df0-b7a3-266bd412358a,PIX para fulano,2020-01-11T00:27:50Z,,pendente
ce089e07-3769-47f3-9f68-1073ea4ba1bd,fb1ab97f-2665-4695-b5b6-33e5d409549f,pix_enviado,,22126.37,BRL,c6279275-a975-4dc4-983a-4f4018560cc9,Aluguel,2021-02-01T15:18:46Z,,pending
a8c0fd7b-64ca-4bed-a032-39bf19b02524,cb3c749c-bfde-42ff-b07d-4c7bbbac9f68,boleto,saida,9353.22,mxn,9cd75319-b0ad-4273-98f6-45e74c9b156a,Netflix,2020-05-22T22:48:04Z,,pending
23e53890-26ee-4276-b7ea-dbfa746c2ecb,558580c8-7602-4e02-9807-078dce6d79e0,DEPOSITO,,36772.42,pesos_co,546f8aa3-3bf8-4e50-ad69-ad9ed777bef4,Pagamento,15/03/2022 06:27:16,2022-03-15 18:11:16,COMPLETED
bfe1c3e4-cdd6-4b48-a833-3aef6f9229f9,6db1815f-46b2-4aea-933f-9ff21056baa2,fee,IN,3998.5,BRL,,Uber,2019-09-05T19:48:52Z,,falha
9d31063c-58ea-4fe8-a380-cf5434be697d,dc90f071-cd7f-4cc6-8915-49886208a3fa,saque,IN,22539.9,brl,,PIX para fulano,2019-09-27 18:16:46,,falha
3d1dd1a8-6809-461b-b66a-4eb88151439a,16f79c26-c368-49ed-b1c2-81b364adf8fa,tarifa,out,23247.78,MX$,,Transferência,2020-11-29T01:44:22Z,,cancelled
f9e3cfbf-fe15-41fd-a58a-e47eb1a844e6,2f6781b5-8aaa-4914-b7ab-fe7052be25f8,transferencia_ted,entrada,39413.48,reais,af145bf5-6a1f-4357-b983-bc9db01e6c09,REF258375,2023-04-29 13:01:55,2023-04-29 20:25:55,concluida
cca131b8-f123-4b02-9f50-359441565f77,e20a3665-dcdf-4aac-a61a-e08708c53675,compra_credito,,16866.42,,0a2d292d-c182-4084-a3ab-8ea0be5cee32,PIX para fulano,2019-03-09 12:30:09,,estornada
04e50891-3805-4371-9f9a-5c4a5a68009b,b13e946d-dac7-4801-9acd-08083c93903d,doc,,24367.62,pesos,external_6296,PIX para fulano,2024-08-06T13:27:54Z,,pending
24199a35-3c3e-4937-8b18-09bac93eb54a,fb1ab97f-2665-4695-b5b6-33e5d409549f,SAQUE,in,31575.8,,Caixa,Uber,2021-06-05T13:31:00Z,,falha
dcbfc759-535c-4022-aea6-fdc6b1a5951f,06b8380f-f618-4ab0-880d-2e879ea46aca,pix_recebido,E,886.47,R$,82e9e38d-73dd-4daf-98f3-0442bdd05186,Salário,08/06/2020 11:36:30,,pendente
bc8f1173-7baf-40c8-86cb-5ef90a6a7b82,a13cae29-2876-4d98-a9f1-518a53520613,boleto,debito,45092.89,R$,,REF612321,27/10/2022 18:50:21,,pendente
b5925d33-b2a3-46c2-9855-317493d99a07,3de69be3-110a-420b-ada7-eea0edab2d59,ted,,-19207.78,,b24c7bb5-e06d-4df0-b7a3-266bd412358a,REF585164,2019-03-21T10:32:56Z,,cancelled
5750d6a2-d22a-4789-9484-c7a3e6fe7255,b8145f5a-570c-49b6-8519-8151a43d69a7,boleto,entrada,39564.29,brl,Santander,Uber,2019-10-02T14:24:49Z,2019-10-03 06:52:49,completed
d040917c-4724-4930-9a2f-d78dc78aa3be,7afe4b58-ae6c-45dd-986a-0444c898962b,saque,,30238.95,cop,,,2020-08-21T08:20:31Z,2020-08-21 14:59:31,COMPLETED
c4cf0b1b-51a7-4fd3-bb98-35e965e2e481,015d9ca4-1d59-4b82-9cce-89a14c8e6a4c,deposit,,21150.14,brl,753fa8dc-14d2-4890-b416-348ad370d7c3,,2024-08-26T09:15:50Z,,pending
3fdf8da5-ccce-42ba-a5e9-d1150f93ef45,df2c5714-8029-4568-af08-81df7e59b04c,DOC,credito,22334.81,cop,,Salário,23/09/2023 02:23:29,2023-09-23 09:08:29,COMPLETED
9637c810-a601-411c-87bc-3660214975b9,5588f2f8-1fcf-4a04-bdb2-ba7ebd7018d5,transferencia_ted,,16140.86,BRL,82e9e38d-73dd-4daf-98f3-0442bdd05186,Uber,2024-01-31 09:10:37,,estornada
075c8d28-5634-4eee-b4f3-703c8eabeb1e,bae7abb5-d2ba-4e31-8c78-6b4c32663345,fee,entrada,32316.77,brl,,REF439753,2023-03-17T17:01:40Z,,pending
7db58df9-f779-4c47-8a49-9d77d7e2da72,cf2c6b3f-6456-41b2-8f76-5c5f2969c592,transferencia_ted,,24834.33,R$,cd760863-f9cc-453e-93c1-b05910465891,PIX para fulano,2024-09-26 01:46:45,2024-09-26 14:03:45,concluida
9ca3a09d-4f1b-4081-954a-029b7e5634a8,0b87bb07-0e0f-4d9f-be90-b437f4469614,pix_recebido,,24623.29,,,Pagamento,2022-10-17 02:26:21,2022-10-17 17:44:21,concluida
6f59f08a-15ac-4143-81ce-0d024a588b87,893b07db-f2ef-453a-b613-984740e6981d,pix_enviado,,32238.28,BRL,,,2020-04-17 08:14:15,,cancelled
ff162130-b368-4c27-8dd1-917397218d13,90437f67-f926-4d8f-be24-fa048bd6e599,chargeback,E,15973.63,BRL,Bancolombia,,2021-08-10 04:55:08,,estornada
8cbfa02a-7ca0-4d35-85d5-0ba1460475c0,16f79c26-c368-49ed-b1c2-81b364adf8fa,refund,,358.61,,,PIX para fulano,2019-05-28 06:14:37,2019-05-29 00:32:37,concluida
34dd852c-696f-4f0a-8802-8d28c30820f8,3d9b3061-287e-4927-bfec-1bfa05dbe6ec,chargeback,,19421.6,,c6279275-a975-4dc4-983a-4f4018560cc9,Netflix,2022-02-26 08:35:23,,falha
ed967754-9dc6-4a3a-a9b2-c8dc173c0fe6,b04ea0a3-102b-4420-8260-fa364a52ad6e,chargeback,,38501.06,R$,2ce8311a-184d-4d48-b7dc-ba0afd6c09de,PIX para fulano,2022-03-14 14:01:28,2022-03-15 09:28:28,COMPLETED
121432e8-6199-4378-9da1-4b9d31df2d6e,39159244-44f4-43bc-88aa-8d19031d2aec,SAQUE,,-18047.56,R$,,Aluguel,2022-05-08 22:43:13,,pending
0cced34c-768c-4238-8a6f-e117655e16a0,19667da3-5116-48a7-bedf-6ce4845bd1b4,withdrawal,IN,10318.43,brl,,Salário,2019-02-20T06:53:11Z,2019-02-21 03:15:11,concluida
